full_text,author,date_stayed,hotel_id,date_review,via_mobile,service,cleanliness,overall,value,location,sleep_quality,rooms,mean_rating,sentiment,hotel_class,name,locality,postal_code,street_address
"“amazing hotel” came for a week in mid october and absolutely loves the place. got my room in 10 in the morning even though the check in is said to be 3 p.m. the room was small but really nice, really great shower where u can see the television and not miss a thing and off course the stuff was great. as well, the hotel is so close to everything and has nearby all the essentials for the new york traveller- the amazing time warner mall, nearby subway station, fifth avenue is just ten minutes of walking. would defenetely come back to this hotel next time i'll be in new york.",pninit,2010-10-01,223023,2010-11-16,False,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.1,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Disappointed in Morgan's Hotel Group --- 98 degrees” Hudson Hotel
Stayed at the Hudson Hotel for business earlier this week. I booked for one night and considered extending my stay initially. Having traveled in varies rooms nationally, I was extremely surprised and amazed about the size of the ‘dorm’ room. Despite the size of the room, the staff (especially Michael) and location are great. 
I was familiar with the hotel and its nightlife however; I still don’t understand why they don’t get a proper sign outside. Also, the elevators run extremely slow no matter what time of day it is. 
Having stayed at the Shore Club in MIA and the Mondrian in LA, I was extremely disappointed at the Morgan’s Hotel Group property, Hudson Hotel, in NYC.
1) The heating/cooling system wasn’t working and I woke up at 5am experiencing an asthma attack because the temperature in the room was 98 degrees!!!!!!!!!!!!!
2) I realized that our phone didn’t work when I tried to call the front desk in the am
3) The bathtub drain was clogged and the water was stopped up in the tub
Prior to my experience, I had been a fan of the Morgan Hotel Group and considered booking 50 rooms for a business conference in NYC in 2011. I hope somehow the hotel is able to win me back as a consumer and admirer in the near future.",Ask_tiff,2010-11-01,223023,2010-11-15,False,4.0,4.0,2.0,3.0,4.0,3.0,2.0,3.1,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Power Outages and Fruit Flies...This hotel is trying to be something its not!” This was our first trip to New York City and we had heard that the best thing to do was to book through Priceline. We set the parameters for a 3 ½ star hotel in midtown. Priceline booked us into the Hudson on West 58th. The website for the hotel had great pictures and seemed like a very nice chic hotel. I checked tripadvisor for reviews and was a little concerned with what I read. In an effort to make our stay as seamless as possible, I sent an email to the hotel. I just wanted to make sure we would get a non smoking room with a queen bed, I didn’t think that was too much to ask. When I did not hear back within 2 days, I emailed the hotel again; still no response. I then decided to call the hotel and spoke to a lovely young lady (Diana) at the reception who was extremely helpful. She even suggested that I contact the concierge desk to get some suggestions on what to do and where to eat. She graciously transferred my call. There was no answer at the Concierge desk, so I left a detailed message with 2 phone numbers where I could be reached. Once again, no one contacted me. After 2 days, I was starting to feel nervous, so I called the hotel and left a message with Assistant Front Office Manager expressing my concern with the lack of response I had received. He called me back and left me a message letting me know that the hotel had upgraded us and had asked the concierge to contact me. 
We arrived at the hotel and we very impressed with the lobby and then the Front Office staff. A young man by the name of Chris checked us in and was fantastic! I can’t say enough about the staff and their desire to exceed their guests’ expectations. I feel bad for them as they are continuously having to apologize for the hotels shortcomings. 
We eventually made it to our room. Now if you are looking for a large room, this is probably not the best place to book. The rooms are small, but if you have travelled through Europe, this won’t bother you. I am sad to say that it all went downhill from there. 
My husband took a shower the next morning and a bunch of flies flew out of the showerhead (yuk!!). Additionally, some of the tiles were cracked and not very clean. Once we killed all the flies, I took my shower and then proceeded to drying my hair. After about 2 minutes of having the hairdryer going, the power went out. We then called the front desk (they were very apologetic) and they sent the engineer to turn the power back on. I then resumed drying my hair and the power went our again!!! We called the front desk again and they said they would send the engineer once more. At this point I decided that I would be spending my morning trying to get my hair dry, so we headed out (wet hair and all) to start seeing the sights. On our way out, we mentioned our issue to the Manager (Jackie) in the lobby. She was very sweet an assured us that this would be looked into. I should mention that this was at 10 am. We returned to our room later that evening, around 8pm, to find that the power had never been turned back on. Although the bed had been made, the fact that there was no power would lead me to believe that the maid did not vacuum or clean the bathroom. The room was blistering hot as the air conditioning had not been functioning all day (no power). We called the reception, yet again, and explained our problem. The hotel employee was very apologetic (again) and assured us that the engineer was on his way up. After waiting 15 minutes in a warm dark room, someone walked by our room and poked their head in and went to the power panel to turn the power back on. I then went into the hallway to ask him why this kept happening. He informed me that maybe I shouldn’t use my hairdryer. There is more to our stay at this hotel, but I think I’ve mentioned enough to give you all a taste of what to expect.
From the exterior this seems like a very trendy spot, but it ends there. The management of the hotel need to start investing money in getting the rooms up to standard. Until this happens I cannot in good conscience recommend this hotel.",CapitalCanucks,2010-11-01,223023,2010-11-15,False,5.0,2.0,2.0,1.0,5.0,3.0,1.0,2.7,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Overpriced for what it is - I expected something better” I've just returned from a New York business trip having stayed at the Hudson hotel for 3 nights. Before arriving I was very excited to be staying at the Hudson as I had been to the bar there many years ago, but never stayed at the hotel. On arrival the trip up the escalator is cool, with the green lighting and the reception area is lovely and the check-in was easy. Having arrived in the room, I was greeted with a small, pokey room where there barely enough room to swing a cat! The bathroom was tiny (just a sink, toilet and half sized bath with shower), the bed was a small double and there was hardly any room to walk around the side of the bed. 
The air conditioning wasn't working so I had to ring down to get someone to fix this which took a while and we had to ring a few times in the end. The TV signal was poor so couldn't get quite a few of the channels plus one of the coat hooks was hanging off the wall. I also found out that breakfast wasn't included in the room price and to be honest I expected better than what I got.
The bar (although very nice and cool) was very expensive and a room service cup of tea (which was the worst tea I've ever had cost $8!)
I had high hopes for this lovely looking hotel, but was very disappointed and wouldn't stay there again. The only good thing about it was it's location which was spot on but it comes at a very high price which isn't reflected I felt for what you get.
I would recommend people to go and have a drink in the bar because it's very cool and they play cool music but not to stay there, unless they want a pokey room for a high price.",KatherineStone,2010-11-01,223023,2010-11-15,False,2.0,5.0,3.0,1.0,5.0,2.0,1.0,2.7,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Style over function!” Very mixed stay at the Hudson. The entrance lobby is stunning and one of the nicest i have ever seen in a hotel. It's trendy and definitely has a 'wow' factor. The staff were helpful and friendly so no complaints there. 
Now on to the rooms...yes, they are very small but i have actually stayed in other new york hotels with similar small rooms. Overall though it is just not a very practical space...we couldnt find light switches, the bathroom has a glass wall that over NO privacy and most importantly, the air con unit was so noisy (and behind the head of the bed!) it kept us awake. Now, when i come to new york, i dont want to spend much time in the room so size doesnt matter that much, but what i do want is rest at the end of the day and the room didnt really work for that. so overall...very mixed. Great lobby, bar and staff, bad night's sleep and had a paid full price, it would have been quite expensive!",brighton_max,2010-10-01,223023,2010-11-15,False,4.0,5.0,3.0,3.0,4.0,1.0,2.0,3.1,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Don't do it!” This hotel is riddled with problems, which the employees earnestly try to compensate for. I left feeling bad for them...and exhausted. Far from a relaxing getaway. The rooms have loud plumbing and heating systems that ping and bang throughout the night. The room cooled down very quickly but then got too cold, just as other reviewers stated! The lighting is inadequate (even for younger eyes). There was not enough room to open my suitcase, and my mom and I shared the limited clothes hangers in the closet. There were no bath towels provided. The ice buckets were kept near the ice machine on the even floors, but did not have liners. Eww. Forget about in-room coffee or tea.
Is this a three and a half star experience? No way. 
Never overpaying for this frustration again.
Those poor employees.
E. Sherer
York, PA",Oktoberfestgrl,2010-11-01,223023,2010-11-14,False,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.7,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Good location. Cool public spaces. Room was small - even by NY standards” My partner & I liked the location of the hotel in Hell's Kitchen; and liked the attention to details in the design of the public areas. Unfortunately, someone forgot to design the rooms for anyone over 3 feet tall & 40 lbs. Wow...the room was much small than a cabin on a cruise ship.
The 24 hour gym was closed for a couple of nights during the weekend to accomodate parties in the sub-basement, which was a bit inconvenient. (The hotel would have given us passes for a local gym, but it was already closed for the evening.) Otherwise, the gym was well equipped.
The front desk area gets crazy during evening check in times...it is well staffed; but the staff seems to spend a lot of time looking for rooms; and explaining to guests that ""no, there are no larger rooms available"". We had seen a video of the room, so it wasn't so shocking to us.
The sky terrace on level 15 and the ""private garden"" on level 1 were closed during our entire stay.
The bar / nightclub seems to attract 50 year old men...and younger women...though Sat night was younger.
Woiuld we stay again? We'd be OK staying again; but will likely try another hotel next time.",earthboyfl,2010-11-01,223023,2010-11-14,False,4.0,3.0,3.0,3.0,5.0,3.0,1.0,3.1,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“You gotta be kidding” Other reviewer have written about the small rooms. But the reality exceeded even my lowered expectations: 
Lights at the side of the bed where merely for show and were insufficient for reading.
No ceiling lights or standup lamps in room. Only mood lighting. Ridiculously dark.
No ice bucket in room. No glasses. No coffee maker.
No dresser, no wardrobe.
Shower was so small I had to stand sideways to raise my arms to wash my hair. 
Bathroom so dark I cut myself shaving every morning.
Hallways dark and overheated. Hallway floors don't appear to be vacuumed very day. 
Cleaning staff seems inadequate for number of rooms. My room was not cleaned until after 4pm each day.
Basement gym and third floor business center were unstaffed, poorly equipped and seemed to be after thoughts.
All this for a room that was $369 a night! 
Is it popular with the wannabecool crowd? Obviously. But unless you like sleeping in nightclub, avoid this high style, low substance farce.
I disliked this hotel so much, I fired our company travel agent.",sonyexec,2010-11-01,223023,2010-11-05,False,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.6,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Is this chic or is this stupid?” Contemporary hotel with pounding disco soundtrack. Dark and small common areas. 
Spartan hotel rooms with metal chair and desk resembling a prison cell. Lighting so poor that getting dressed was a challenge and working was near impossible. Thermostat didn't work - room was either freezing or blazing hot. 
Noisy courtyard bar area and lack of sound insulation woke me at 2a and made getting back to sleep impossible.
Hotel ""gym"" is a small overheated, windowless room in the basement.
Stupidly expensive. Breakfast for two and a third coffee was $85. Four cocktails were $110.",ultrafrequenttravell,2010-11-01,223023,2010-11-05,False,4.0,3.0,2.0,1.0,3.0,1.0,1.0,2.1,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Small Rooms” We were upgraded by our travel agent to the Hudson. The room we were allocated was the smallest double we have ever stayed in. The bathroom was seperate from the bedroom by a glass screen and a net curtain, no privacy for the person using the bathroom at night. There was also a lot of noise from the street below. We asked for a better room which we got at a charge of $60 per night extra. I was a larger room with a seperate bathroom which was private, but the rooms are very dark with a lot of dark wood used and not much lighting. We found the decor of the whole hotel very dark and depressing. On the up side the staff were very helpfull.",1234normanna,2010-10-01,223023,2010-11-01,False,4.0,4.0,3.0,2.0,3.0,3.0,1.0,2.9,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Good service, great location, disappointing rooms for price.” The rooms at the hotel are small and there are no dressers to put clothing in. One uncomfortable chair, not enough outlets and a small bathroom. 
Very good location and the staff was superb.",bennett8,2010-10-01,223023,2010-10-28,False,5.0,4.0,3.0,2.0,5.0,3.0,2.0,3.4,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Form yes, function no” Nice enough staff at the front desk, if you're dealing with them in person. Once I got to my room it was ridiculously loud with the sounds of the NYC streets. I thought it was just bad sound proofing, and then I thought that my window was actually open. When I inspected the window I saw there was a giant gap in the frame which was stuffed with foam padding and cloth, which explained the draft and the fact that the temperature was set to 90 degrees and read 68, which dropped even lower overnight which made the shower lots of fun. I called down to the front desk to get a new room and they immediately said no, didn't hesitate at all. Then I asked for a full sized ironing board, which they stated are available upon request and of course it was not. I had to borrow a colleague's ironing board as she was one of the lucky ones.
All-in-all I was pretty disappointed, service was terrible and for the price of a room here you'd think they could afford to repair them.
And if you read any of the other posts here you'll read the bathrooms are tiny. Not to be gross but as a man who is 6' 3"" I could not sit down on the toilet, there simply was not enough room for my legs... unless of course I put them in the shower. If you're shorter you'll probably be fine. The shower itself was terrible. The shower head was totally gunked up and shot streams of water all of the place - not a heavenly shower by any means.
I won't go back and wouldn't recommend The hudson hotel.",ConstantHoteler,2010-11-01,223023,2010-11-03,False,1.0,3.0,2.0,2.0,4.0,1.0,2.0,2.1,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Form over function, a pretty dismal experience...” This hotel rates highly on the wow factor when you first arrive. Now this could go one of two ways depending on your frame of mind... We came off a late flight from London and hit the lobby right at the peak of it's 'nightclub' vibe. This is all well and good if you are there to party but I could not physically hear the reception staff and spent the entire conversation miming to them. Despite this, reception were friendly and helpful.
The rooms are pretty shocking. Having stayed at many other Schrager hotels (Mondrian/ Shore Club etc) I knew it would be pretty impractical but this was ridiculous. Here are my gripes:
-hanging space is 0.5 metres wide with 5 hangers
-no drawers to put clothes away (you end up stacking clothes everywhere which slightly defeats the point of having a 'design' style room)
-no slippers
-no dressing gown
-room so small I couldn't get around the TV to get into bed (I am not obese! and we were staying in a suite)
-no overhead lighting - thank God it was Halloween to help explain my mismatching clothes and make up.
-bathrooms remind you or an out of date nursing home
-bath so small you couldn't drown a hamster in it
-no fridge although they are snack areas on each floor which sounds great until you realise they are just big vending machines which isn't stylish or welcoming
- staff were rude in the bar and I thought one sullen girl was actually going to start a fight with me when I asked for another drink. Charmless and bolchy.
The whole lobby scene is just a bit naff and the furniture/ whole Schrager look is so over done it really feels about 10 years too late. Hotel definitely needs a refurb. If I see one more ghost chair in a hotel lobby...
On the plus side:
- breakast was lovely. Efficient and friendly service
- fabulous location just behind Colombus Circus, near the park and near to good shops
- room service was yummy (although each item comes with a $5 charge but 18% service on top!!!)
As a finale, some 'hilarious' joker decided to set off the fire alarm in the hotel bar somewhere so we spent the hours of 1-3am listening to announcements in the hallways telling us to evacuate/ not evacuate which was slightly disconcerting to say the least. I know it wasn't the hotels fault but it kind of sums up the vibe of the hotel: nightclubs are great but you just don't really need to sleep at one..",hotelhopper12,2010-11-01,223023,2010-11-02,False,3.0,4.0,3.0,4.0,5.0,1.0,3.0,3.3,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“I keep coming back for more!” So far i've stayed at Hudson 4 times this year and I'll be going back on my next trip to NYC. Sure the rooms are small but who stays in the room when you have all of New York City to enjoy! Couple of years ago I had the misfortune of staying at the London NYC. While it's a beautifull hotel with spacious rooms, the service was BEYOND HORRIBLE. I was promissed better service on my next visit. Not only was the service still bad it actually got worse. Shame on me for going back.
Hudson is a refreshing change. The location is fantastic. Just steps from central park. On your way there pop into whole foods at the Time Warner building and pick up a light lunch to enjoy in the park. Or go around the corner for Oreo pancakes at the flame diner.
My favorite thing about Hudson is the staff. They're always gracious, friendly and professional. They remembered me as a returning guest on my second visit! The concierge always has great recommendations for me. If I ever need anything, Kimberly the guest experience manager, always goes above and beyond the call of duty. I wish more hotels had a Kimberly!
I'll definitely",Sizzzle,2010-10-01,223023,2010-10-28,False,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.7,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Style Over Substance” The Hudson Hotel clearly places style over substance. What I mean by that is that the atmosphere and cool decorating is obviously more important to the owners than meeting basic expectations most of us have of a hotel- clean facilites and value for your money. 
For example- as others have stated, the rooms are very small. We had a studio / queen; and while this may be one of the bigger rooms in the hotel it was still smaller than pretty much any other standard hotel room I've stayed in across this country. Also, the shower curtain was stained and since the tub is so narrow, it wants to envelope you as you take a shower. Nasty. The rug looked barely vacuumed. The deadbolt on the door usually didn't work. The icemaker on our floor and the floor above us didn't work. The icemaker on the floor below did work but many of the ice cubes had specks of dirt in them. The ice tubs were all dirty. The room was dusty. A basic breakfast was $29. A bottle of beer was $9. One of our rooms wasn't ready for check in until after 4:30. I could go on and on.
When you pay over $500 a night, you should expect basic things such as the aformentioned to not be an issue. But at the Hudson, they are. We were part of a large group with several rooms, and I saw the same issues in the other rooms as well. Honestly, I find it insulting to pay so much and yet still have the issues we had.
I know the Hudson staff reads the reviews here from time to time since they do occasionally respond. My question is, how many times do people have to complain about the same things before you will actually do something about it? Talk is cheap. 
Yes, the location was great and the staff was friendly. But there are so many hotels in the area I cannot understand why anyone would return to this hotel. We will not.",fdwt994,2010-10-01,223023,2010-10-27,False,3.0,2.0,2.0,1.0,5.0,2.0,2.0,2.4,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“too, too trendy” Do not expect a three and a half star hotel. All the staff is fairly young requiring repitition and finally raised voices to inspire follow up and fullfillment of promises they'd made -- to get something made right -- like the TV working. The inconsistancy was maddening. The bellman was terrific, the bed's were comfortable, the linens were great, but the halls were dark and narrow, the lobby was exceedingly uncomfortable especially if one is required to wait, the prices were high, the front desk was understaffed, the lines were interminable (wait till the last minute to book, offer half their posted rate, and you'll get what you want, roomwise. But be specific: don't expect two beds unless you get it in writing.) I will not stay there again. If I want a very small, dimly lit, European style room, I'll go to Europe. And, to the manager: you had your chance to make things right, don't waste your time trying to mollify me now: it's too late.",Bubbledeboo,2010-10-01,223023,2010-10-27,False,1.0,3.0,3.0,1.0,4.0,3.0,2.0,2.4,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“If it were free I would not go back!!” Never Ever Again. We just returned from a 2 night stay at the Hudson Hotel which we paid $576 per night (including taxes). We travel to New York on a regular basis and have stayed in many different locations, some better than others, but none were anywhere near as bad as the Hudson.
I knew the rooms were going to be small and that the hotel had some very cool public spaces but this was a disaster of a hotel from the moment we arrived.
1. Upon arrival we were met with a long line of people waiting to check in. Stood in line for our room but were told that the room was not available till 3pm.(we had requested early check-in) That was okay as we knew it was not guaranteed. Thought we would have some lunch but hotels restaurant was closed. (closes at 2:15pm.) We went out for lunch and returned about an hour later. Long line- Room not ready - please have a seat!
2. 3:45pm. Lot of people sitting in lobby also waiting for rooms. Rooms still not ready.
3. 4:15pm. Stand in line - complain because rooms are supposed to be ready by 3pm.
4. 4:30pm. Given a room. we go to our room and are absolutely mortified by what we find. This room is so small. No place to put luggage, no drawers, noisy broken air conditioner right behind headboard. Broken headboard and water damage on ceiling. I call and complain, state that I want another room or am leaving. I am told that I will be billed even if I leave. Transferred to general manager and told to go back to the front desk and they will upgrade my room for a fee. I say I am not paying for an upgrade.
5. Stand in line. Given an upgrade to a studio on the 7th floor. This must be better.....NOT MUCH! (5:30pm)
6. The studio is definetly larger but not by much. It is so dark in the room. No lights other than 2 small lights at side of bed and a small desk lamp. In middle of day can barely see.
Bed is not a king which we originally had requested. It is a double. Duvet cover feels like paper towels and makes papery noise when you move. Room looks dingy and run down.
7. Shower which is 24"" wide has a curtain that comes into the shower when water is turned on, elbows hit wall when washing your hair. We have 2 towels and request more as we are going out at 7pm and would like to shower.
8. 6:30pm our luggage is finally brought to us after 2 phone calls. No time to get ready. Still no towels.
9. 12:30pm. We return to the hotel to a crowded entrance and lobby filled with mostly people in their 20's. Music from the nightclub is very very loud. We go up to our room and yes you can hear everything from the street below. We didn't hear the music but you could hear the crowds outside. All through the night you could hear noise from people in the hallways and outside.
The next day was pretty much a repeat of the first. I am sure in the summer time it would be very cool to have a drink outside in their gardens but unless you are in your 20's, plan on drinking at the club and don't want to travel, skip this hotel. There are so many better choices. The pictures on the website look way better than the rooms do.",lattelite,2010-10-01,223023,2010-10-24,False,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1.7,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
“Enjoyed our stay” Stayed at The Hudson for 3 nights with friends. As many others have stated in the past the rooms are small. That was my only complaint. The hotel was clean. The atmosphere was modern and trendy. The staff was very nice and helpful. Everyone who worked there asked how we were doing and if we needed anything. The common areas were nice place to relax. They also have a bar/club at night.,Rkid010,2010-09-01,223023,2010-10-22,False,5.0,5.0,4.0,4.0,5.0,4.0,2.0,4.1,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“SMALLEST HOTEL ROOMS IN NY” The Hudson is quite a hip and funky hotel, great location, but its more like a nightclub than a hotel. And the standard rooms are TOO SMALL!!!! nowhere to hang clothes, nowhere to even put your cases, infact there isn't any room for anything. At $400 a night, not exactly value for money. We ended up paying for an upgrade, so that way we didn't feel claustraphoibic. We always have a great time in NY, but wont be returning to the Hudson",NickyboyLondon,2009-11-01,223023,2010-10-21,False,2.0,4.0,3.0,1.0,4.0,2.0,1.0,2.4,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Wonderful hotel but don't expect a wardrobe!” The Hudson Hotel was everything we could expect from a stylish New York Hotel. The decor is effortlessly cool. The public areas are spacious and trendy. The restaurant was original and quirky with tasty food. There were only two negatives we could find. 
1. The bedrooms are VERY small, the bed feels like a fold out sofa and there was no where for us to un pack our bags. But we didn't come to NYC to stay in our room so it wasn't a big problem.
2. The gym seems to have little or no air conditioning. I like to run for at least 30 mins and this was a killer in that airless atmosphere.
On the whole we LOVED our stay at the Hudson. The great location. Being able to walk to Central park and all the shops on 5th Ave was fantastic and we must recommend Sushi Damo a few doors down. Yum yum!
P.s Don't ask the concierge to book your taxi to the airport... we were quoted $150 dollars for a $50 cab ride. You can get a black lincoln for $60 online.",fifimb83,2010-10-01,223023,2010-10-18,False,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.4,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Not a bad choice if you know what you are getting” I was a bit skeptical in staying because of all the bad reviews, but I had a very pleasant experience at this hotel. The staff and bellhops were extremely friendly and courtious, and I felt the service at this hotel was top notch. The lobby and outdoor bar/cafe are beautiful and really a unique setting in Manhatten. THe Library Bar was very cozy and really a nice suprise as well. Did not eat here so I cannot comment on the food, but the nightclub that hotel guests get in for free and dont wait in line was quite impressive, full of beautiful people, although a bit pretentious, and good music.
The room (standar_ was small but you know this going into this hotel. They were not tiny as some people stated, just small. I think I saw pictures of upgraded rooms and they seemed decent. THe shower cutain/privacy thing can easily be solved but just using both curtains, and again if you know this going in, it shouldnt be a problem. It seems most negative reviews were focused on the size of the rooms which if you can handle it is fine, or the service here which I found fantastic. 
Would I stay here with my family/kids to visit NYC? No, I would chose certainly another hotel. Would I stay here traveling solo/with friend to enjoy the city, nightlife and to only sleep in the hotel while be out most of the time, with cool/interesting hotel/lobby/bars, yes I would.",jfloMiami_FL,2010-10-01,223023,2010-10-18,False,4.0,3.0,4.0,4.0,5.0,3.0,2.0,3.6,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Proper NYC experience, quirky and super cool” I just got back from my first visit to NY with my partner. He had stayed at this hotel before and loved how quirky it was. I know most people have concerns about the room size, and yes, they are very small, but it totally worked for us. Afterall, if you are visiting NY, you don't need to spend much time in the hotel room! The rooms are well equipped and the size fits in with the nautical cabin theme. The shower was the best i've ever used and the bed was so comfortable. The location is perfect (right next to Columbus Circle). We booked through British Airways to get a good deal combined with flights.
Overall, I would definitely recommend to couples or groups of most ages. There were a few older travellers staying there who didn't seem to enjoy the atmosphere as much, but that doesn't mean all older travellers would be the same.
I would love to stay there again.",Fullygrownlady,2010-10-01,223023,2010-10-18,False,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.4,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Sleepless at the Hudson” Sure it's hip & chic, however don't count on getting a good nights sleep. We were greeted by a friendly staff & enticed by the modern decor, this place was hopping and appeared to be a good choice for our one night stay. Our room on the 14th floor, besides being a very tight fit (think cruise ship) didn't bother us, it was clean and comfy or so we thought, until it came time to sleep. The one mattress set upon a platform was a nightmare. What was this a boxspring? Springs poked at us all angles, luckily the extra pillows did help soften the blow, so we were able to get a few hours rest. I had to inform the front desk the next morning & was told that ""next time"" we visited they would upgrade our room. Sorry to say there won't be a next time, can't risk another sleepless night.",jhb944,2010-10-01,223023,2010-10-17,False,4.0,4.0,2.0,2.0,4.0,1.0,2.0,2.7,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Great location, small room” This hotel is located just a few steps away from Central Park, and right around the corner from Hell's Kitchen where there are about several million restaurants. The staff was very pleasant and I'm sure they would be helpful if you need service. The room itself was minuscule barely larger than the size of a decent walk in closet with a bathroom. Also no minibar. They did have an excellent view of the city though. All in all i would recommend this place.",dogteal,2010-07-01,223023,2010-10-17,False,4.0,5.0,3.0,4.0,5.0,3.0,2.0,3.7,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“I'm not hip enough for this hip hotel” This hotel is so hip they do not even have a sign telling you where it is. The only indication we found the place was all the people outside with luggage. I really hate places like that. There is a lot of middle ground from a huge blinking neon sign and nothing. A small plaque on the wall would have been nice.
 We checked in at noon (after waiting for 20 minutes), knowing our room might not be ready. It's wasn't, but it was not a big deal. We were told to find the 'host' or the 'guy with the clip-board' for our keys. When we came back at 5pm we found the clip-board guy and asked about our room he said ""I do not know what's going on"".... Umm, really? I guess his only job was to stand with a clip-board and look good. Then he said ""your room might not be ready"" What? it's been 5 hours. Of course the other line was really long. My husband demanded to see the manager (who never came out) and then we found out they lost our registration card and we had to fill out another one. Finally after 30 minutes we got to our room.
WOW, are they small, but clean. The bed was really low to the ground. I can see older people having problems getting out of bed. There was maybe 6 inches on either side of the bed. I found the lighting to be too dim. Maybe it's because I'm getting old.
 The only working empty outlet was above the toilet in the bathroom. Hip people have cell phones, laptops and cameras to charge, I was disappointed at the lack of outlets.
The bathroom was small, yet the sink was too big for the space. Actually it was so big there was no counter space to put down your stuff. The shower curtain attacked me. Seriously, the tub is small already, but the shower curtain kept blowing in and sticking to me. It was gross. I finally put the curtain outside, but that, of course, made the floor soaking wet.
The bars seemed nice, but we didn't spend much time there.
Overall it was clean and in a good location, but we were very disappointed in the staff. My husband and I work for a hotel, so we know how it should be done. These people need customer service training.",crewusvi,2010-10-01,223023,2010-10-14,False,1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Gorgeous hotel, gorgeous people” The Hudson Hotel has beautiful common spaces-the lobby, the bars and restaurants, even escalator. The rooms were beautiful too. What was not beautiful was our broken air conditioner that we complained about for 2 days before we insisted on moving rooms, and the outrageous waits for the elevators.",Winship13,2010-07-01,223023,2010-10-13,False,3.0,3.0,4.0,4.0,5.0,3.0,4.0,3.7,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Fine...mostly” For $200 on Priceline, this hotel in one of the most convenient locations in NY can be yours for the night. Regular prices for area hotels are far more so this might be worth a gamble. The trade-off is that you can almost touch all four walls from the bed. If something is broken (leaky faucet, jammed window, door that has trouble closing, etc.) you are on your own. That said, we were given a quiet room upon request. A gift basket that was to be delivered to my room was missing in the hotel and undelivered. When my sister called to track it down, it was in security and I was expected to go and retrieve it. Then when the staff offered to bring it up at 10 pm, it somehow didn't arrive until midnight. Lucky I was awake! 
I would recommend this hotel to bargain seekers because the benefits far outweigh the inconveniences. If you ask for a quieter room, they will do what they can to accommodate. There are 5 bars in the hotel and funky music pumps through the elevator and lobby. It is dark in the hallways- not creepy, just a little strange. Everyone is friendly enough so that counts for something. Being steps from the park, the subway, some wonderful little cafes and GROM the best gelato in the city is also a huge plus.",HazelMac,2010-10-01,223023,2010-10-12,False,3.0,4.0,3.0,4.0,5.0,4.0,2.0,3.6,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“budget chic hotel includes dorm size rooms” If you are looking for nightlife onsite as well as walking to time square/central park/theater/restaurants, this is the place. But be prepared to sleep in a matchbox size room. The hotel bar and sky terrace are very nice, but the rooms need major renovation. Bathroom is the size on a cruise ship. Bedroom has 1 foot perimeter around the bed and that is it. (standard room) Location is wonderful, staff was very nice. Unfortunately will not recommend again unless you can afford the suite! In a standard room with 2 people, there is no room for your suitcases, and certainly cannot share the bathroom to get ready. If they redo the rooms, I would stay here in a heartbeat.",CL99,2010-09-01,223023,2010-10-12,False,5.0,5.0,3.0,1.0,5.0,5.0,1.0,3.6,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
